sku_id,vendor_slug,vendor_brand,vendor_tier,vendor_status,name,peptide_canonical,peptide_variant,dose_value,dose_unit,format,concentration,bottle_size,list_price_usd,sale_price_usd,sale_observed_at,per_mg_price_usd,volume_tier_label,bundle_membership,crypto_discount_pct,subscription_price_usd,out_of_stock,url,raw_artifact,evidence_entry_id
polaris-peptides:semaglutide-10mg,polaris-peptides,Polaris Peptides,2,partial,Semaglutide 10mg,Semaglutide,acetate,10,mg,vial,,10mg vial,115.0,,,11.5,1-pack,"[""Cagrilintide 10mg, Semaglutide 10mg Blend""]",0,,false,https://polarispeptides.com/product/semaglutide-10mg/,03_raw_fetches/polaris-peptides/product__semaglutide-10mg.md,claim-9
polaris-peptides:tirzepatide-5mg,polaris-peptides,Polaris Peptides,2,partial,Tirzepatide 5mg,Tirzepatide,acetate,5,mg,vial,,5mg vial,55.0,,,11.0,1-pack,[],0,,false,https://polarispeptides.com/product/tirzepatide-5mg/,03_raw_fetches/polaris-peptides/product__tirzepatide-5mg.md,claim-10
polaris-peptides:tirzepatide-10mg,polaris-peptides,Polaris Peptides,2,partial,Tirzepatide 10mg,Tirzepatide,acetate,10,mg,vial,,10mg vial,99.0,,,9.9,1-pack,[],0,,false,https://polarispeptides.com/product/tirzepatide-10mg/,03_raw_fetches/polaris-peptides/product__tirzepatide-10mg.md,claim-11
polaris-peptides:tirzepatide-30mg,polaris-peptides,Polaris Peptides,2,partial,Tirzepatide 30mg,Tirzepatide,acetate,30,mg,vial,,30mg vial,115.0,,,3.8333,1-pack,[],0,,uncertain,https://polarispeptides.com/product/tirzepatide-30mg/,03_raw_fetches/polaris-peptides/product__tirzepatide-30mg.md,claim-12
polaris-peptides:retatrutide-10mg,polaris-peptides,Polaris Peptides,2,partial,Retatrutide 10mg,Retatrutide,acetate,10,mg,vial,,10mg vial,120.0,,,12.0,1-pack,[],0,,uncertain,https://polarispeptides.com/product/retatrutide-10mg-2/,03_raw_fetches/polaris-peptides/product__retatrutide-10mg.md,claim-13
polaris-peptides:ghk-cu-50mg,polaris-peptides,Polaris Peptides,2,partial,GHK-CU 50mg,GHK-Cu,copper_complex,50,mg,vial,,50mg vial,50.0,35.0,2025-04-28,0.7,1-pack,"[""GLOW blend"", ""KLOW blend""]",0,,false,https://polarispeptides.com/product/ghk-cu-50mg/,03_raw_fetches/polaris-peptides/product__ghk-cu-50mg.md,claim-14
polaris-peptides:epithalon-10mg,polaris-peptides,Polaris Peptides,2,partial,Epithalon 10mg,Epithalon,acetate,10,mg,vial,,10mg vial,45.0,,,4.5,1-pack,[],0,,false,https://polarispeptides.com/product/epithalon-10mg/,03_raw_fetches/polaris-peptides/product__epithalon-10mg.md,claim-15
prestige-peptides:bpc-157-5mg,prestige-peptides,Prestige Peptides,3,ok,BPC-157 5MG (R&D),BPC-157,empty,5,mg,vial,lyophilized powder,5mg vial,48.0,,,9.6,empty,[],0,,false,https://prestigesciences.com/product/bpc-157/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-1
prestige-peptides:tb-500-5mg,prestige-peptides,Prestige Peptides,3,ok,Thymosin Beta-4 (TB 500) 5MG (R&D),TB-500,empty,5,mg,vial,lyophilized powder,5mg vial,59.0,,,11.8,empty,[],0,,false,https://prestigesciences.com/product/bpc-157/,03_raw_fetches/prestige-peptides/product_1__bpc-157-5mg.md,claim-sku-2
prestige-peptides:semaglutide-10mg,prestige-peptides,Prestige Peptides,3,ok,SEMAGLUTIDE (10MG) R&D,Semaglutide,empty,10,mg,vial,lyophilized powder,10mg vial,129.0,89.0,2026-05-08T06:33:50Z,12.9,empty,[],0,,false,https://prestigesciences.com/product/glp-1/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-3
prestige-peptides:semaglutide-5mg,prestige-peptides,Prestige Peptides,3,ok,SEMAGLUTIDE (5MG) R&D,Semaglutide,empty,5,mg,vial,lyophilized powder,5mg vial,59.0,,,11.8,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-4
prestige-peptides:tirzepatide-10mg,prestige-peptides,Prestige Peptides,3,ok,TIRZEPATIDE (10 MG) RUO,Tirzepatide,empty,10,mg,vial,lyophilized powder,10mg vial,89.0,,,8.9,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-5
prestige-peptides:tirzepatide-30mg,prestige-peptides,Prestige Peptides,3,ok,TIRZEPATIDE (30MG) RUO,Tirzepatide,empty,30,mg,vial,lyophilized powder,30mg vial,239.0,,,7.97,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-6
prestige-peptides:retatrutide-10mg,prestige-peptides,Prestige Peptides,3,ok,RETATRUTIDE (10MG) (RUO),Retatrutide,empty,10,mg,vial,lyophilized powder,10mg vial,99.0,,,9.9,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-7
prestige-peptides:mots-c-10mg,prestige-peptides,Prestige Peptides,3,ok,MOTS-C 10MG (R&D),MOTS-c,empty,10,mg,vial,lyophilized powder,10mg vial,99.0,,,9.9,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-8
prestige-peptides:mots-c-5mg,prestige-peptides,Prestige Peptides,3,ok,MOTS-C 5MG (R&D),MOTS-c,empty,5,mg,vial,lyophilized powder,5mg vial,55.0,,,11.0,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-9
prestige-peptides:pt-141-10mg,prestige-peptides,Prestige Peptides,3,ok,PT-141 10MG (R&D),PT-141,empty,10,mg,vial,lyophilized powder,10mg vial,25.0,,,2.5,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-10
prestige-peptides:aod9604-2mg,prestige-peptides,Prestige Peptides,3,ok,AOD9604 2MG (R&D),AOD-9604,empty,2,mg,vial,lyophilized powder,2mg vial,55.0,,,27.5,empty,[],0,,true,https://prestigesciences.com/product/glp-1/,03_raw_fetches/prestige-peptides/product_2__semaglutide-10mg.md,claim-sku-11
prestige-peptides:ss-31-10mg,prestige-peptides,Prestige Peptides,3,ok,SS-31 10mg RUO,SS-31,empty,10,mg,vial,lyophilized powder,10mg vial,69.0,,,6.9,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-12
prestige-peptides:igf-1lr3-1mg,prestige-peptides,Prestige Peptides,3,ok,IGF-1 lR3 1MG (R&D),IGF-1 LR3,empty,1,mg,vial,lyophilized powder,1mg vial,89.0,,,89.0,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-13
prestige-peptides:epitalon-10mg,prestige-peptides,Prestige Peptides,3,ok,Epitalon 10mg RUO,Epithalon,empty,10,mg,vial,lyophilized powder,10mg vial,45.0,,,4.5,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-14
prestige-peptides:sermorelin-2mg,prestige-peptides,Prestige Peptides,3,ok,SERMORELIN 2MG (R&D),other,empty,2,mg,vial,lyophilized powder,2mg vial,29.0,,,14.5,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-15
prestige-peptides:melanotan2-10mg,prestige-peptides,Prestige Peptides,3,ok,MELANOTAN 2 10MG (R&D),other,empty,10,mg,vial,lyophilized powder,10mg vial,29.0,,,2.9,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-16
prestige-peptides:tesamorelin-5mg,prestige-peptides,Prestige Peptides,3,ok,Tesamorelin 5mg (R&D),other,empty,5,mg,vial,lyophilized powder,5mg vial,65.0,,,13.0,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-17
prestige-peptides:cagrilitide-semaglutide-blend-10mg,prestige-peptides,Prestige Peptides,3,ok,Cagrilitide / Semaglutide Blend 10MG 5MG/5MG BLEND (RUO),other,empty,10,mg,vial,lyophilized powder,10mg vial (5mg/5mg blend),110.0,,,11.0,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-18
prestige-peptides:fox04-dri-10mg,prestige-peptides,Prestige Peptides,3,ok,Fox04-DRI 10mg RUO,other,empty,10,mg,vial,lyophilized powder,10mg vial,225.0,,,22.5,empty,[],0,,false,https://prestigesciences.com/,03_raw_fetches/prestige-peptides/homepage.md,claim-sku-19
prestige-peptides:ghk-cu-50mg,prestige-peptides,Prestige Peptides,3,ok,GHK-CU 50MG (R&D),GHK-Cu,empty,50,mg,vial,lyophilized powder,50mg vial,55.0,,,1.1,empty,[],0,,false,https://prestigesciences.com/product/bpc-157/,03_raw_fetches/prestige-peptides/product_1__bpc-157-5mg.md,claim-sku-20
prestige-peptides:bpc157-tb500-blend-5mg5mg,prestige-peptides,Prestige Peptides,3,ok,BPC-157/TB-500 5mg/5mg (R&D),other,empty,10,mg,vial,lyophilized powder,10mg vial (5mg/5mg blend),99.0,,,9.9,empty,[],0,,false,https://prestigesciences.com/product/bpc-157/,03_raw_fetches/prestige-peptides/product_1__bpc-157-5mg.md,claim-sku-21
prestige-peptides:selank-5mg,prestige-peptides,Prestige Peptides,3,ok,SELANK 5MG (R&D),Selank,empty,5,mg,vial,lyophilized powder,5mg vial,28.0,,,5.6,empty,[],0,,false,https://prestigesciences.com/product/glp-1/,03_raw_fetches/prestige-peptides/product_2__semaglutide-10mg.md,claim-sku-22
prestige-peptides:ipamorelin-2mg,prestige-peptides,Prestige Peptides,3,ok,IPAMORELIN 2MG (R&D),Ipamorelin,empty,2,mg,vial,lyophilized powder,2mg vial,25.0,,,12.5,empty,[],0,,false,https://prestigesciences.com/product/glp-1/,03_raw_fetches/prestige-peptides/product_2__semaglutide-10mg.md,claim-sku-23
prestige-peptides:nad-500mg,prestige-peptides,Prestige Peptides,3,ok,NAD+ 500MG (R&D),other,empty,500,mg,vial,lyophilized powder,500mg vial,129.0,,,0.26,empty,[],0,,false,https://prestigesciences.com/product/glp-1/,03_raw_fetches/prestige-peptides/product_2__semaglutide-10mg.md,claim-sku-24
prime-lab-peptides:tirzepatide-30mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Tirzepatide – 30mg,Tirzepatide,empty,30,mg,vial,empty,empty,280.0,170.0,2026-05-07T18:30:12Z,5.6667,1-pack,[],0,,false,https://primelabpeptides.com/products/tirzepatide-30mg,03_raw_fetches/prime-lab-peptides/product_27__tirzepatide-30mg.md,claim-sku-01
prime-lab-peptides:tirzepatide-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Tirzepatide – 10mg,Tirzepatide,empty,10,mg,vial,empty,empty,150.0,100.0,2026-05-07T18:30:12Z,10.0,1-pack,[],0,,false,https://primelabpeptides.com/products/tirzepatide-10mg,03_raw_fetches/prime-lab-peptides/product_21__tirzepatide-10mg.md,claim-sku-02
prime-lab-peptides:tirzepatide-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Tirzepatide – 5mg,Tirzepatide,empty,5,mg,vial,empty,empty,120.0,70.0,2026-05-07T18:30:12Z,14.0,1-pack,[],0,,false,https://primelabpeptides.com/products/tirzepatide-5mg,03_raw_fetches/prime-lab-peptides/product_28__tirzepatide-5mg.md,claim-sku-03
prime-lab-peptides:tirzepatide-30mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Tirzepatide – 30mg (10 Vials),Tirzepatide,empty,30,mg,vial,empty,10-vial multipack,2300.0,980.0,2026-05-07T18:30:12Z,3.2667,10-pack,"[""bulk-offers""]",0,,false,https://primelabpeptides.com/products/tirzepatide-30mg-10-vials,03_raw_fetches/prime-lab-peptides/product_31__tirzepatide-30mg-10-vials.md,claim-sku-04
prime-lab-peptides:tirzepatide-10mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Tirzepatide – 10mg (10 Vials),Tirzepatide,empty,10,mg,vial,empty,10-vial multipack,1500.0,695.0,2026-05-07T18:30:12Z,6.95,10-pack,"[""bulk-offers""]",0,,false,https://primelabpeptides.com/products/tirzepatide-10mg-10-vials,03_raw_fetches/prime-lab-peptides/product_32__tirzepatide-10mg-10-vials.md,claim-sku-05
prime-lab-peptides:retatrutide-12mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Retatrutide – 12mg,Retatrutide,empty,12,mg,vial,empty,empty,180.0,150.0,2026-05-07T18:30:12Z,12.5,1-pack,[],0,,true,https://primelabpeptides.com/products/retatrutide-12mg,03_raw_fetches/prime-lab-peptides/product_30__retatrutide-12mg.md,claim-sku-06
prime-lab-peptides:retatrutide-24mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Retatrutide – 24mg,Retatrutide,empty,24,mg,vial,empty,empty,280.0,195.0,2026-05-07T18:30:12Z,8.125,1-pack,[],0,,false,https://primelabpeptides.com/products/retatrutide-24mg,03_raw_fetches/prime-lab-peptides/product_03__retatrutide-24mg.md,claim-sku-07
prime-lab-peptides:retatrutide-6mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Retatrutide – 6mg,Retatrutide,empty,6,mg,vial,empty,empty,150.0,90.0,2026-05-07T18:30:12Z,15.0,1-pack,[],0,,false,https://primelabpeptides.com/products/retatrutide-6mg,03_raw_fetches/prime-lab-peptides/product_15__retatrutide-6mg.md,claim-sku-08
prime-lab-peptides:retatrutide-24mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Retatrutide – 24mg (10 Vials),Retatrutide,empty,24,mg,vial,empty,10-vial multipack,2600.0,1300.0,2026-05-07T18:30:12Z,5.4167,10-pack,"[""bulk-offers""]",0,,false,https://primelabpeptides.com/products/retatrutide-24mg-10-vials,03_raw_fetches/prime-lab-peptides/product_33__retatrutide-24mg-10-vials.md,claim-sku-09
prime-lab-peptides:retatrutide-12mg-10x-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Retatrutide – 12mg (10 Vials),Retatrutide,empty,12,mg,vial,empty,10-vial multipack,1800.0,875.0,2026-05-07T18:30:12Z,7.2917,10-pack,"[""bulk-offers""]",0,,true,https://primelabpeptides.com/products/retatrutide-12mg-10x-vials,03_raw_fetches/prime-lab-peptides/product_34__retatrutide-12mg-10x-vials.md,claim-sku-10
prime-lab-peptides:glp-1sg-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,GLP-1SG – 10mg,Semaglutide,empty,10,mg,vial,empty,empty,130.0,90.0,2026-05-07T18:30:12Z,9.0,1-pack,[],0,,false,https://primelabpeptides.com/products/sg-10mg,03_raw_fetches/prime-lab-peptides/product_29__sg-10mg.md,claim-sku-11
prime-lab-peptides:glp-1sg-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,GLP-1SG – 5mg,Semaglutide,empty,5,mg,vial,empty,empty,120.0,70.0,2026-05-07T18:30:12Z,14.0,1-pack,[],0,,false,https://primelabpeptides.com/products/sg-5mg,03_raw_fetches/prime-lab-peptides/product_04__sg-5mg.md,claim-sku-12
prime-lab-peptides:semaglutide-10mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Semaglutide – 10mg (10 Vials),Semaglutide,empty,10,mg,vial,empty,10-vial multipack,1300.0,585.0,2026-05-07T18:30:12Z,5.85,10-pack,"[""bulk-offers""]",0,,false,https://primelabpeptides.com/products/semaglutide-10mg-10-vials,03_raw_fetches/prime-lab-peptides/product_36__semaglutide-10mg-10-vials.md,claim-sku-13
prime-lab-peptides:bpc-157-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,BPC-157 – 10mg,BPC-157,empty,10,mg,vial,empty,empty,75.0,65.0,2026-05-07T18:30:12Z,6.5,1-pack,[],0,,false,https://primelabpeptides.com/products/bpc-157-10mg,03_raw_fetches/prime-lab-peptides/product_11__bpc-157-10mg.md,claim-sku-14
prime-lab-peptides:tb-500-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,TB-500 – 5mg,TB-500,empty,5,mg,vial,empty,empty,80.0,60.0,2026-05-07T18:30:12Z,12.0,1-pack,[],0,,false,https://primelabpeptides.com/products/tb-500-thymosin-beta-4-43-aa-5mg,03_raw_fetches/prime-lab-peptides/product_26__tb-500-thymosin-beta-4-43-aa-5mg.md,claim-sku-15
prime-lab-peptides:bpc-157-tb-500-5mg-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,BPC-157 / TB-500 – 5mg / 5mg,BPC-157,empty,10,mg,vial,empty,empty,110.0,80.0,2026-05-07T18:30:12Z,8.0,1-pack,[],0,,false,https://primelabpeptides.com/products/bpc-157-tb-500-5-mg-5-mg,03_raw_fetches/prime-lab-peptides/product_07__bpc-157-tb-500-5-mg-5-mg.md,claim-sku-16
prime-lab-peptides:bpc-157-tb-500-5mg-5mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,BPC-157 / TB-500 – 5mg / 5mg (10 vials),BPC-157,empty,10,mg,vial,empty,10-vial multipack,1100.0,590.0,2026-05-07T18:30:12Z,5.9,10-pack,"[""bulk-offers""]",0,,false,https://primelabpeptides.com/products/bpc-157-tb-500-5mg-5mg-10-vials,03_raw_fetches/prime-lab-peptides/product_37__bpc-157-tb-500-5mg-5mg-10-vials.md,claim-sku-17
prime-lab-peptides:ghk-cu-50mg,prime-lab-peptides,Prime Lab Peptides,2,ok,GHK-Cu – 50mg,GHK-Cu,empty,50,mg,vial,empty,empty,75.0,55.0,2026-05-07T18:30:12Z,1.1,1-pack,"[""glow-blend"", ""klow-70mg""]",0,,false,https://primelabpeptides.com/products/ghk-cu-50mg,03_raw_fetches/prime-lab-peptides/product_12__ghk-cu-50mg.md,claim-sku-18
prime-lab-peptides:ghk-cu-100mg,prime-lab-peptides,Prime Lab Peptides,2,ok,GHK-Cu – 100mg,GHK-Cu,empty,100,mg,vial,empty,empty,90.0,85.0,2026-05-07T18:30:12Z,0.85,1-pack,[],0,,false,https://primelabpeptides.com/products/ghk-cu-100-mg,03_raw_fetches/prime-lab-peptides/product_09__ghk-cu-100-mg.md,claim-sku-19
prime-lab-peptides:mots-c-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,MOTS-C – 10mg,MOTS-c,empty,10,mg,vial,empty,empty,90.0,65.0,2026-05-07T18:30:12Z,6.5,1-pack,[],0,,false,https://primelabpeptides.com/products/mots-c-10-mg,03_raw_fetches/prime-lab-peptides/product_20__mots-c-10-mg.md,claim-sku-20
prime-lab-peptides:ipamorelin-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Ipamorelin – 10mg,Ipamorelin,empty,10,mg,vial,empty,empty,85.0,70.0,2026-05-07T18:30:12Z,7.0,1-pack,"[""grow-h-10mg-cjc-1295-no-dac-ipamorelin""]",0,,false,https://primelabpeptides.com/products/ipamorelin-10-mg,03_raw_fetches/prime-lab-peptides/product_08__ipamorelin-10-mg.md,claim-sku-21
prime-lab-peptides:semax-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Semax – 5mg,Semax,empty,5,mg,vial,empty,empty,90.0,70.0,2026-05-07T18:30:12Z,14.0,1-pack,[],0,,false,https://primelabpeptides.com/products/semax-5-mg,03_raw_fetches/prime-lab-peptides/product_24__semax-5-mg.md,claim-sku-22
prime-lab-peptides:selank-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Selank – 5mg,Selank,empty,5,mg,vial,empty,empty,65.0,50.0,2026-05-07T18:30:12Z,10.0,1-pack,[],0,,false,https://primelabpeptides.com/products/selank-5-mg,03_raw_fetches/prime-lab-peptides/product_23__selank-5-mg.md,claim-sku-23
prime-lab-peptides:pt-141-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,PT-141 – 10mg,PT-141,empty,10,mg,vial,empty,empty,80.0,60.0,2026-05-07T18:30:12Z,6.0,1-pack,[],0,,false,https://primelabpeptides.com/products/pt-141-10-mg,03_raw_fetches/prime-lab-peptides/product_25__pt-141-10-mg.md,claim-sku-24
prime-lab-peptides:aod-9604-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,AOD-9604 – 5mg,AOD-9604,empty,5,mg,vial,empty,empty,80.0,65.0,2026-05-07T18:30:12Z,13.0,1-pack,[],0,,false,https://primelabpeptides.com/products/aod-9604-5-mg,03_raw_fetches/prime-lab-peptides/product_02__aod-9604-5-mg.md,claim-sku-25
prime-lab-peptides:sermorelin-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Sermorelin — 10mg,Sermorelin,empty,10,mg,vial,empty,empty,160.0,110.0,2026-05-07T18:30:12Z,11.0,1-pack,[],0,,false,https://primelabpeptides.com/products/sermorelin-10mg,03_raw_fetches/prime-lab-peptides/product_10__sermorelin-10mg.md,claim-sku-26
prime-lab-peptides:sermorelin-5mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Sermorelin — 5mg,Sermorelin,empty,5,mg,vial,empty,empty,90.0,75.0,2026-05-07T18:30:12Z,15.0,1-pack,[],0,,false,https://primelabpeptides.com/products/sermorelin-5mg,03_raw_fetches/prime-lab-peptides/product_19__sermorelin-5mg.md,claim-sku-27
prime-lab-peptides:tesamorelin-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Tesamorelin – 10mg,Tesamorelin,empty,10,mg,vial,empty,empty,130.0,85.0,2026-05-07T18:30:12Z,8.5,1-pack,[],0,,false,https://primelabpeptides.com/products/tesamorelin-10-mg,03_raw_fetches/prime-lab-peptides/product_17__tesamorelin-10-mg.md,claim-sku-28
prime-lab-peptides:melanotan-ii-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Melanotan II – 10mg,Melanotan II,empty,10,mg,vial,empty,empty,60.0,55.0,2026-05-07T18:30:12Z,5.5,1-pack,[],0,,false,https://primelabpeptides.com/products/melanotan-ii-10mg,03_raw_fetches/prime-lab-peptides/product_01__melanotan-ii-10mg.md,claim-sku-29
prime-lab-peptides:cagrilintide-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Cagrilintide – 10mg,Cagrilintide,empty,10,mg,vial,empty,empty,160.0,150.0,2026-05-07T18:30:12Z,15.0,1-pack,[],0,,false,https://primelabpeptides.com/products/cagrilintide-10mg,03_raw_fetches/prime-lab-peptides/product_05__cagrilintide-10mg.md,claim-sku-30
prime-lab-peptides:nad-plus-500mg,prime-lab-peptides,Prime Lab Peptides,2,ok,NAD+ 500mg,NAD+,empty,500,mg,vial,empty,empty,130.0,80.0,2026-05-07T18:30:12Z,0.16,1-pack,[],0,,false,https://primelabpeptides.com/products/nad-500mg,03_raw_fetches/prime-lab-peptides/product_16__nad-500mg.md,claim-sku-31
prime-lab-peptides:orforglipron-6mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Orforglipron – 6mg,Orforglipron,empty,6,mg,oral_liquid,empty,empty,455.0,290.0,2026-05-07T18:30:12Z,48.3333,1-pack,[],0,,false,https://primelabpeptides.com/products/orforglipron-6-mg,03_raw_fetches/prime-lab-peptides/product_18__orforglipron-6-mg.md,claim-sku-32
prime-lab-peptides:glow-70mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Glow – 70mg (GHK-Cu 50mg + TB-500 10mg + BPC-157 10mg),other,empty,70,mg,vial,empty,empty,160.0,150.0,2026-05-07T18:30:12Z,2.1429,1-pack,"[""stack-bundle""]",0,,false,https://primelabpeptides.com/products/glow-blend,03_raw_fetches/prime-lab-peptides/product_13__glow-blend.md,claim-sku-33
prime-lab-peptides:glow-70mg-10-vials,prime-lab-peptides,Prime Lab Peptides,2,ok,Glow – 70mg (10 vials),other,empty,70,mg,vial,empty,10-vial multipack,1800.0,840.0,2026-05-07T18:30:12Z,1.2,10-pack,"[""bulk-offers"", ""stack-bundle""]",0,,false,https://primelabpeptides.com/products/glow-70mg-10-vials,03_raw_fetches/prime-lab-peptides/product_38__glow-70mg-10-vials.md,claim-sku-34
prime-lab-peptides:klow-80mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Klow – 80mg (GHK-Cu 50mg + KPV 10mg + TB-500 10mg + BPC-157 10mg),other,empty,80,mg,vial,empty,empty,240.0,170.0,2026-05-07T18:30:12Z,2.125,1-pack,"[""stack-bundle""]",0,,false,https://primelabpeptides.com/products/klow-70mg,03_raw_fetches/prime-lab-peptides/product_22__klow-70mg.md,claim-sku-35
prime-lab-peptides:grow-h-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,Grow-H – 10mg (CJC-1295 no DAC 5mg + Ipamorelin 5mg),other,empty,10,mg,vial,empty,empty,110.0,85.0,2026-05-07T18:30:12Z,8.5,1-pack,"[""stack-bundle""]",0,,false,https://primelabpeptides.com/products/grow-h-10mg-cjc-1295-no-dac-ipamorelin,03_raw_fetches/prime-lab-peptides/product_06__grow-h-10mg-cjc-1295-no-dac-ipamorelin.md,claim-sku-36
prime-lab-peptides:b12-10mg,prime-lab-peptides,Prime Lab Peptides,2,ok,B12 – 10mg,other,empty,10,mg,vial,empty,empty,70.0,65.0,2026-05-07T18:30:12Z,6.5,1-pack,[],0,,false,https://primelabpeptides.com/products/b12-10-mg,03_raw_fetches/prime-lab-peptides/product_14__b12-10-mg.md,claim-sku-37
prime-peptides:semaglutide-5mg,prime-peptides,Prime Peptides,3,ok,Semaglutide 5mg,Semaglutide,lyophilized,5,mg,vial,,3ml vial,80.0,,,16.0,1-pack,[],0,,false,https://primepeptides.co/products/semaglutide/,03_raw_fetches/prime-peptides/product_1__semaglutide.md,claim-4
prime-peptides:semaglutide-10mg,prime-peptides,Prime Peptides,3,ok,Semaglutide 10mg,Semaglutide,lyophilized,10,mg,vial,,3ml vial,80.0,,,8.0,1-pack,[],0,,false,https://primepeptides.co/products/semaglutide/,03_raw_fetches/prime-peptides/product_1__semaglutide.md,claim-4
prime-peptides:semaglutide-15mg,prime-peptides,Prime Peptides,3,ok,Semaglutide 15mg,Semaglutide,lyophilized,15,mg,vial,,3ml vial,80.0,,,5.3333,1-pack,[],0,,false,https://primepeptides.co/products/semaglutide/,03_raw_fetches/prime-peptides/product_1__semaglutide.md,claim-4
prime-peptides:retatrutide-10mg,prime-peptides,Prime Peptides,3,ok,Retatrutide 10mg,Retatrutide,lyophilized,10,mg,vial,,3ml vial,120.0,,,12.0,1-pack,[],0,,false,https://primepeptides.co/products/retatrutide/,03_raw_fetches/prime-peptides/product_1__retatrutide.md,claim-5
prime-peptides:retatrutide-30mg,prime-peptides,Prime Peptides,3,ok,Retatrutide 30mg,Retatrutide,lyophilized,30,mg,vial,,3ml vial,120.0,,,4.0,1-pack,[],0,,false,https://primepeptides.co/products/retatrutide/,03_raw_fetches/prime-peptides/product_1__retatrutide.md,claim-5
prime-peptides:retatrutide-60mg,prime-peptides,Prime Peptides,3,ok,Retatrutide 60mg,Retatrutide,lyophilized,60,mg,vial,,3ml vial,120.0,,,2.0,1-pack,[],0,,false,https://primepeptides.co/products/retatrutide/,03_raw_fetches/prime-peptides/product_1__retatrutide.md,claim-5
prime-peptides:bpc-157-10mg,prime-peptides,Prime Peptides,3,ok,BPC-157 10mg,BPC-157,lyophilized,10,mg,vial,,,60.0,,,6.0,1-pack,[],0,,false,https://primepeptides.co/products/bpc-157/,03_raw_fetches/prime-peptides/product_1__bpc-157.md,claim-3
prime-peptides:ipamorelin-10mg,prime-peptides,Prime Peptides,3,ok,Ipamorelin 10mg,Ipamorelin,lyophilized,10,mg,vial,,,55.0,,,5.5,1-pack,[],0,,false,https://primepeptides.co/products/ipamorelin/,03_raw_fetches/prime-peptides/product_1__ipamorelin.md,claim-6
